protein	protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	protein-log2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	p	p threshold	Significant	ratio	sum	log2_sum	log2_ratio
NP_072045	800010	226	222	150	199	235	208	199.33333333333334	214.0	19.609658508012114	7.820178962415189	7.794415866350106	7.22881869049588	7.636624620543649	7.876516946565	7.700439718141093	7.63903917347695	7.7414669864011465	0.5812336167427106	0.006971506105834464	False	1.0735785953177257	413.33333333333337	8.691161904553082	0.10242781292419804
NP_001238979	155766	55	61	45	54	53	64	53.666666666666664	57.0	17.249020836306222	5.78135971352466	5.930737337562887	5.491853096329675	5.754887502163469	5.7279204545632	6.0	5.745954377393461	5.832890014164742	0.5814998443640099	0.006974219810040706	False	1.0621118012422361	110.66666666666666	6.790076930625769	0.08693563677128104
NP_001238981	155982	55	61	45	54	53	64	53.666666666666664	57.0	17.251020029107448	5.78135971352466	5.930737337562887	5.491853096329675	5.754887502163469	5.7279204545632	6.0	5.745954377393461	5.832890014164742	0.5814998443640099	0.006976933514246947	False	1.0621118012422361	110.66666666666666	6.790076930625769	0.08693563677128104
NP_001146956	35742	6	5	11	12	8	6	7.333333333333333	8.666666666666666	15.125332744464725	2.584962500721156	2.321928094887362	3.4594316186372978	3.5849625007211565	3.0	2.584962500721156	2.8744691179161412	3.1154772174199357	0.583573973783424	0.006979647218453188	False	1.1818181818181819	16.0	4.0	0.24100809950379498
NP_001147107	35814	6	5	11	12	8	6	7.333333333333333	8.666666666666666	15.128236039170961	2.584962500721156	2.321928094887362	3.4594316186372978	3.5849625007211565	3.0	2.584962500721156	2.8744691179161412	3.1154772174199357	0.583573973783424	0.006982360922659431	False	1.1818181818181819	16.0	4.0	0.24100809950379498
NP_001147135	35830	6	5	11	12	8	6	7.333333333333333	8.666666666666666	15.1288804230981	2.584962500721156	2.321928094887362	3.4594316186372978	3.5849625007211565	3.0	2.584962500721156	2.8744691179161412	3.1154772174199357	0.583573973783424	0.006985074626865672	False	1.1818181818181819	16.0	4.0	0.24100809950379498
NP_001147057	35798	6	5	11	12	8	6	7.333333333333333	8.666666666666666	15.127591367299253	2.584962500721156	2.321928094887362	3.4594316186372978	3.5849625007211565	3.0	2.584962500721156	2.8744691179161412	3.1154772174199357	0.583573973783424	0.006987788331071913	False	1.1818181818181819	16.0	4.0	0.24100809950379498
NP_037469	135178	11	8	8	9	8	8	9.0	8.333333333333334	17.044500848885914	3.4594316186372978	3.0	3.0	3.1699250014423126	3.0	3.0	3.1699250014423126	3.0588936890535687	0.586292339103295	0.006990502035278155	False	0.925925925925926	17.333333333333336	4.1154772174199366	-0.11103131238874367
NP_036465	266972	28	17	19	17	19	21	21.333333333333332	19.0	18.02632891455411	4.807354922057604	4.08746284125034	4.247927513443585	4.08746284125034	4.247927513443585	4.392317422778761	4.415037499278844	4.247927513443585	0.5881354563848302	0.006993215739484396	False	0.890625	40.33333333333333	5.3339007365534385	-0.16710998583525832
NP_612378	304593	2	5	1	1	2	2	2.6666666666666665	1.6666666666666667	18.216523261365992	1.0	2.321928094887362	0.0	0.0	1.0	1.0	1.4150374992788437	0.7369655941662062	0.5886618589995567	0.006995929443690638	False	0.6250000000000001	4.333333333333333	2.115477217419936	-0.6780719051126374
NP_057484	478569	47	27	49	33	33	40	41.0	35.333333333333336	18.86836742167939	5.554588851677638	4.754887502163469	5.614709844115208	5.044394119358453	5.044394119358453	5.321928094887363	5.357552004618084	5.142957953842043	0.58945487065223	0.006998643147896879	False	0.8617886178861789	76.33333333333334	6.2542412873757876	-0.21459405077604066
NP_054899	445796	51	41	37	41	43	55	43.0	46.333333333333336	18.766024146202597	5.672425341971496	5.357552004618084	5.20945336562895	5.357552004618084	5.426264754702098	5.78135971352466	5.426264754702098	5.5339785720023515	0.5971757377574083	0.007001356852103121	False	1.0775193798449614	89.33333333333334	6.481126689736617	0.10771381730025349
NP_003327	66525	8	2	10	8	6	8	6.666666666666667	7.333333333333333	16.021608984796945	3.0	1.0	3.3219280948873626	3.0	2.584962500721156	3.0	2.736965594166206	2.8744691179161412	0.599515186391686	0.0070040705563093626	False	1.0999999999999999	14.0	3.8073549220576037	0.13750352374993474
NP_002075	90707	23	23	23	21	21	25	23.0	22.333333333333332	16.468926269615306	4.523561956057013	4.523561956057013	4.523561956057013	4.392317422778761	4.392317422778761	4.643856189774724	4.523561956057013	4.481126689736616	0.6020704977759452	0.007006784260515604	False	0.9710144927536232	45.33333333333333	5.502500340529183	-0.042435266320396646
NP_001106678	96701	109	162	42	97	70	52	104.33333333333333	73.0	16.5612431884613	6.768184324776926	7.339850002884624	5.392317422778761	6.599912842187128	6.129283016944967	5.700439718141093	6.705056346211463	6.189824558880018	0.6033361595839462	0.007009497964721846	False	0.6996805111821086	177.33333333333331	7.470319934780034	-0.515231787331445
NP_060062	298740	3	10	6	4	4	6	6.333333333333333	4.666666666666667	18.18853089567457	1.5849625007211563	3.3219280948873626	2.584962500721156	2.0	2.0	2.584962500721156	2.662965012722429	2.222392421336448	0.6053333114875699	0.0070122116689280865	False	0.736842105263158	11.0	3.4594316186372978	-0.44057259138598126
NP_004173	73812	3	3	6	5	3	2	4.0	3.3333333333333335	16.171567761324766	1.5849625007211563	1.5849625007211563	2.584962500721156	2.321928094887362	1.5849625007211563	1.0	2.0	1.7369655941662063	0.6071152598931885	0.007014925373134329	False	0.8333333333333334	7.333333333333334	2.8744691179161412	-0.2630344058337938
NP_705582	135060	3	3	6	5	3	2	4.0	3.3333333333333335	17.043240937062674	1.5849625007211563	1.5849625007211563	2.584962500721156	2.321928094887362	1.5849625007211563	1.0	2.0	1.7369655941662063	0.6071152598931885	0.00701763907734057	False	0.8333333333333334	7.333333333333334	2.8744691179161412	-0.2630344058337938
NP_001265574	15121	6	5	7	6	7	6	6.0	6.333333333333333	13.884265932291955	2.584962500721156	2.321928094887362	2.807354922057604	2.584962500721156	2.807354922057604	2.584962500721156	2.584962500721156	2.662965012722429	0.6099858319515137	0.007020352781546811	False	1.0555555555555556	12.333333333333332	3.6244908649077936	0.07800251200127317
NP_001265575	15122	6	5	7	6	7	6	6.0	6.333333333333333	13.884361339165705	2.584962500721156	2.321928094887362	2.807354922057604	2.584962500721156	2.807354922057604	2.584962500721156	2.584962500721156	2.662965012722429	0.6099858319515137	0.007023066485753053	False	1.0555555555555556	12.333333333333332	3.6244908649077936	0.07800251200127317
NP_116581	42345	6	5	7	6	7	6	6.0	6.333333333333333	15.369904009058212	2.584962500721156	2.321928094887362	2.807354922057604	2.584962500721156	2.807354922057604	2.584962500721156	2.584962500721156	2.662965012722429	0.6099858319515137	0.0070257801899592945	False	1.0555555555555556	12.333333333333332	3.6244908649077936	0.07800251200127317
NP_001951	212715	37	52	39	32	43	43	42.666666666666664	39.333333333333336	17.698562245688326	5.20945336562895	5.700439718141093	5.285402218862249	5.0	5.426264754702098	5.426264754702098	5.415037499278844	5.2976805486406855	0.6128445207136102	0.007028493894165536	False	0.9218750000000001	82.0	6.357552004618085	-0.11735695063815858
NP_001123528	22414	24	22	18	19	23	27	21.333333333333332	23.0	14.45211251457386	4.584962500721157	4.459431618637297	4.169925001442312	4.247927513443585	4.523561956057013	4.754887502163469	4.415037499278844	4.523561956057013	0.6153975566185386	0.007031207598371778	False	1.078125	44.33333333333333	5.470319934780034	0.10852445677816906
NP_060599	604232	15	13	18	19	11	26	15.333333333333334	18.666666666666668	19.204743065352734	3.9068905956085187	3.700439718141092	4.169925001442312	4.247927513443585	3.4594316186372978	4.700439718141093	3.938599455335857	4.2223924213364485	0.6160946220809291	0.007033921302578019	False	1.2173913043478262	34.0	5.08746284125034	0.28379296600059134
NP_004991	186571	21	27	41	42	33	25	29.666666666666668	33.333333333333336	17.509365230146248	4.392317422778761	4.754887502163469	5.357552004618084	5.392317422778761	5.044394119358453	4.643856189774724	4.890770930245242	5.058893689053569	0.6174045703888067	0.00703663500678426	False	1.1235955056179776	63.0	5.977279923499917	0.16812275880832706
NP_036249	596672	31	53	54	35	44	42	46.0	40.333333333333336	19.186578551633048	4.954196310386876	5.7279204545632	5.754887502163469	5.129283016944966	5.459431618637297	5.392317422778761	5.523561956057013	5.3339007365534385	0.6175197945268027	0.0070393487109905025	False	0.8768115942028986	86.33333333333334	6.431845786965398	-0.18966121950357454
NP_001238965	167812	20	38	20	17	25	24	26.0	22.0	17.35648635899575	4.321928094887363	5.247927513443585	4.321928094887363	4.08746284125034	4.643856189774724	4.584962500721157	4.700439718141093	4.459431618637297	0.618146217370496	0.007042062415196743	False	0.8461538461538461	48.0	5.584962500721157	-0.24100809950379493
NP_071344	478215	39	24	32	35	31	35	31.666666666666668	33.666666666666664	18.86729985769885	5.285402218862249	4.584962500721157	5.0	5.129283016944966	4.954196310386876	5.129283016944966	4.984893107609792	5.073248982030639	0.6181835281131888	0.007044776119402985	False	1.063157894736842	65.33333333333333	6.029747343394052	0.08835587442084687
NP_001189414	83395	13	17	14	11	13	17	14.666666666666666	13.666666666666666	16.34767326811814	3.700439718141092	4.08746284125034	3.8073549220576037	3.4594316186372978	3.700439718141092	4.08746284125034	3.8744691179161412	3.7725895038969273	0.6202324671740176	0.0070474898236092265	False	0.9318181818181818	28.333333333333332	4.824428435416546	-0.10187961401921365
NP_004153	343673	23	39	26	28	37	30	29.333333333333332	31.666666666666668	18.390676988072574	4.523561956057013	5.285402218862249	4.700439718141093	4.807354922057604	5.20945336562895	4.906890595608519	4.874469117916141	4.984893107609792	0.6234687143341346	0.007050203527815468	False	1.0795454545454546	61.0	5.930737337562887	0.11042398969365065
XP_003846406	146448	9	11	5	10	5	6	8.333333333333334	7.0	17.160028965299812	3.1699250014423126	3.4594316186372978	2.321928094887362	3.3219280948873626	2.321928094887362	2.584962500721156	3.0588936890535687	2.807354922057604	0.6238419885807327	0.0070529172320217106	False	0.84	15.333333333333334	3.938599455335857	-0.2515387669959645
NP_001137153	8389	4	7	4	3	5	5	5.0	4.333333333333333	13.034283130961898	2.0	2.807354922057604	2.0	1.5849625007211563	2.321928094887362	2.321928094887362	2.321928094887362	2.115477217419936	0.6246442668176944	0.007055630936227951	False	0.8666666666666666	9.333333333333332	3.222392421336448	-0.20645087746742652
NP_115719	544778	7	11	9	7	9	18	9.0	11.333333333333334	19.055308918000154	2.807354922057604	3.4594316186372978	3.1699250014423126	2.807354922057604	3.1699250014423126	4.169925001442312	3.1699250014423126	3.502500340529183	0.6257602495140064	0.007058344640434193	False	1.2592592592592593	20.333333333333336	4.345774836841731	0.3325753390868709
NP_001258028	228472	17	23	19	11	20	23	19.666666666666668	18.0	17.80165784349984	4.08746284125034	4.523561956057013	4.247927513443585	3.4594316186372978	4.321928094887363	4.523561956057013	4.2976805486406855	4.169925001442312	0.6259470163847896	0.007061058344640434	False	0.9152542372881355	37.66666666666667	5.235216461694032	-0.1277555471983729
NP_001129505	127192	17	23	19	11	20	23	19.666666666666668	18.0	16.95664840666848	4.08746284125034	4.523561956057013	4.247927513443585	3.4594316186372978	4.321928094887363	4.523561956057013	4.2976805486406855	4.169925001442312	0.6259470163847896	0.007063772048846676	False	0.9152542372881355	37.66666666666667	5.235216461694032	-0.1277555471983729
NP_001129166	55001	23	31	19	26	21	34	24.333333333333332	27.0	15.747170228767214	4.523561956057013	4.954196310386876	4.247927513443585	4.700439718141093	4.392317422778761	5.08746284125034	4.6048620581588615	4.754887502163469	0.626112180307919	0.007066485753052917	False	1.1095890410958904	51.33333333333333	5.681824039973746	0.1500254440046075
NP_000301	11820	6	21	4	11	8	13	10.333333333333334	10.666666666666666	13.528942415064895	2.584962500721156	4.392317422778761	2.0	3.4594316186372978	3.0	3.700439718141092	3.3692338096657193	3.415037499278844	0.62640782508766	0.007069199457259159	False	1.032258064516129	21.0	4.392317422778761	0.04580368961312475
NP_053581	305874	10	11	8	8	8	11	9.666666666666666	9.0	18.22257795411737	3.3219280948873626	3.4594316186372978	3.0	3.0	3.0	3.4594316186372978	3.273018494406416	3.1699250014423126	0.6281664699036755	0.007071913161465401	False	0.9310344827586208	18.666666666666664	4.222392421336448	-0.10309349296410346
NP_998839	146159	5	1	1	2	1	1	2.3333333333333335	1.3333333333333333	17.15717914282536	2.321928094887362	0.0	0.0	1.0	0.0	0.0	1.222392421336448	0.4150374992788437	0.6286760986913372	0.007074626865671642	False	0.5714285714285714	3.666666666666667	1.8744691179161412	-0.8073549220576043
NP_004702	52045	8	3	8	5	7	10	6.333333333333333	7.333333333333333	15.667471948997385	3.0	1.5849625007211563	3.0	2.321928094887362	2.807354922057604	3.3219280948873626	2.662965012722429	2.8744691179161412	0.6291627209625171	0.007077340569877884	False	1.1578947368421053	13.666666666666666	3.7725895038969273	0.21150410519371185
NP_001186715	11700	23	39	9	30	27	20	23.666666666666668	25.666666666666668	13.51422090935813	4.523561956057013	5.285402218862249	3.1699250014423126	4.906890595608519	4.754887502163469	4.321928094887363	4.564784618783526	4.681824039973745	0.629912183378917	0.007080054274084125	False	1.084507042253521	49.333333333333336	5.624490864907794	0.11703942119021915
NP_001093163	13327	35	42	11	24	41	33	29.333333333333332	32.666666666666664	13.70206443587828	5.129283016944966	5.392317422778761	3.4594316186372978	4.584962500721157	5.357552004618084	5.044394119358453	4.874469117916141	5.029747343394052	0.6308703229739495	0.0070827679782903665	False	1.1136363636363635	62.0	5.954196310386876	0.15527822547791084
NP_001092047	13091	35	42	11	24	41	33	29.333333333333332	32.666666666666664	13.676287686147877	5.129283016944966	5.392317422778761	3.4594316186372978	4.584962500721157	5.357552004618084	5.044394119358453	4.874469117916141	5.029747343394052	0.6308703229739495	0.007085481682496608	False	1.1136363636363635	62.0	5.954196310386876	0.15527822547791084
NP_001171669	106545	7	5	9	9	11	5	7.0	8.333333333333334	16.701103365591585	2.807354922057604	2.321928094887362	3.1699250014423126	3.1699250014423126	3.4594316186372978	2.321928094887362	2.807354922057604	3.0588936890535687	0.6325016389322421	0.00708819538670285	False	1.1904761904761905	15.333333333333334	3.938599455335857	0.2515387669959644
NP_001229573	12507	15	17	14	20	17	13	15.333333333333334	16.666666666666668	13.610448157529547	3.9068905956085187	4.08746284125034	3.8073549220576037	4.321928094887363	4.08746284125034	3.700439718141092	3.938599455335857	4.058893689053568	0.6327980738602472	0.00709090909090909	False	1.0869565217391304	32.0	5.0	0.12029423371771174
NP_065726	233547	5	5	5	7	5	2	5.0	4.666666666666667	17.83335338772769	2.321928094887362	2.321928094887362	2.321928094887362	2.807354922057604	2.321928094887362	1.0	2.321928094887362	2.222392421336448	0.6328645250548297	0.007093622795115333	False	0.9333333333333333	9.666666666666668	3.2730184944064162	-0.0995356735509144
NP_036220	694281	44	62	40	32	42	58	48.666666666666664	44.0	19.40516016498693	5.459431618637297	5.954196310386876	5.321928094887363	5.0	5.392317422778761	5.857980995127572	5.6048620581588615	5.459431618637297	0.633211900421887	0.0070963364993215745	False	0.904109589041096	92.66666666666666	6.533978572002351	-0.1454304395215637
NP_000412	72474	313	319	200	214	293	242	277.3333333333333	249.66666666666666	16.145175901592673	8.290018846932618	8.31741261376487	7.643856189774724	7.7414669864011465	8.194756854422248	7.9188632372745955	8.115477217419937	7.963859407737596	0.633885817458555	0.007099050203527815	False	0.9002403846153847	527.0	9.041659151637216	-0.15161780968234098
NP_003796	118410	6	3	2	8	5	2	3.6666666666666665	5.0	16.853431399501623	2.584962500721156	1.5849625007211563	1.0	3.0	2.321928094887362	1.0	1.8744691179161412	2.321928094887362	0.634591438318272	0.007101763907734058	False	1.3636363636363638	8.666666666666666	3.1154772174199357	0.44745897697122144
NP_001263236	102326	8	13	8	5	7	14	9.666666666666666	8.666666666666666	16.6428132402942	3.0	3.700439718141092	3.0	2.321928094887362	2.807354922057604	3.8073549220576037	3.273018494406416	3.1154772174199357	0.6346039775385726	0.0071044776119402984	False	0.896551724137931	18.333333333333332	4.196397212803504	-0.15754127698647993
NP_060357	413763	23	19	15	13	21	18	19.0	17.333333333333332	18.658445115035573	4.523561956057013	4.247927513443585	3.9068905956085187	3.700439718141092	4.392317422778761	4.169925001442312	4.247927513443585	4.115477217419936	0.635962849571005	0.00710719131614654	False	0.9122807017543859	36.33333333333333	5.18322182405577	-0.1324502960236496
NP_001018079	37894	5	8	5	7	3	6	6.0	5.333333333333333	15.209681814871868	2.321928094887362	3.0	2.321928094887362	2.807354922057604	1.5849625007211563	2.584962500721156	2.584962500721156	2.415037499278844	0.6391167220125233	0.007109905020352782	False	0.8888888888888888	11.333333333333332	3.502500340529183	-0.16992500144231246
NP_000476	25471	110	93	87	89	91	98	96.66666666666667	92.66666666666667	14.63656798096447	6.78135971352466	6.539158811108032	6.442943495848729	6.475733430966398	6.507794640198696	6.614709844115209	6.594946589293779	6.533978572002352	0.6402095008453008	0.007112618724559023	False	0.9586206896551724	189.33333333333334	7.564784618783526	-0.06096801729142699
NP_001171690	42714	14	27	16	19	23	19	19.0	20.333333333333332	15.382421386636262	3.8073549220576037	4.754887502163469	4.0	4.247927513443585	4.523561956057013	4.247927513443585	4.247927513443585	4.34577483684173	0.6418429877779341	0.007115332428765264	False	1.0701754385964912	39.33333333333333	5.2976805486406855	0.09784732339814459
NP_004323	498610	30	39	23	21	19	43	30.666666666666668	27.666666666666668	18.927552291894656	4.906890595608519	5.285402218862249	4.523561956057013	4.392317422778761	4.247927513443585	5.426264754702098	4.938599455335857	4.7900769306257684	0.6421680651983478	0.0071180461329715065	False	0.9021739130434783	58.333333333333336	5.866248611111173	-0.1485225247100881
NP_001138552	8600	6	4	9	6	6	9	6.333333333333333	7.0	13.070120944476823	2.584962500721156	2.0	3.1699250014423126	2.584962500721156	2.584962500721156	3.1699250014423126	2.662965012722429	2.807354922057604	0.6433299631818634	0.007120759837177748	False	1.105263157894737	13.333333333333332	3.7369655941662066	0.14438990933517493
NP_036520	100182	2	4	3	2	5	4	3.0	3.6666666666666665	16.61226379291488	1.0	2.0	1.5849625007211563	1.0	2.321928094887362	2.0	1.5849625007211563	1.8744691179161412	0.6440922967583445	0.007123473541383989	False	1.222222222222222	6.666666666666666	2.736965594166206	0.2895066171949847
NP_061929	345654	21	14	16	16	18	20	17.0	18.0	18.398969095429145	4.392317422778761	3.8073549220576037	4.0	4.0	4.169925001442312	4.321928094887363	4.08746284125034	4.169925001442312	0.6447060929126834	0.007126187245590231	False	1.0588235294117647	35.0	5.129283016944966	0.08246216019197297
NP_001129470	70965	21	14	16	16	18	20	17.0	18.0	16.114820041120186	4.392317422778761	3.8073549220576037	4.0	4.0	4.169925001442312	4.321928094887363	4.08746284125034	4.169925001442312	0.6447060929126834	0.007128900949796472	False	1.0588235294117647	35.0	5.129283016944966	0.08246216019197297
NP_000981	25830	113	90	67	79	111	102	90.0	97.33333333333333	14.656760023005361	6.820178962415189	6.491853096329675	6.066089190457772	6.303780748177103	6.794415866350106	6.672425341971495	6.491853096329675	6.604862058158861	0.6455028865260247	0.007131614654002714	False	1.0814814814814815	187.33333333333331	7.5494638194997705	0.11300896182918635
NP_001122385	58765	42	40	41	36	41	43	41.0	40.0	15.842669531881995	5.392317422778761	5.321928094887363	5.357552004618084	5.169925001442312	5.357552004618084	5.426264754702098	5.357552004618084	5.321928094887363	0.6455781168535364	0.007134328358208955	False	0.975609756097561	81.0	6.339850002884625	-0.035623909730721375
NP_005013	883047	284	267	251	214	334	334	267.3333333333333	294.0	19.752130701509184	8.149747119504683	8.060695931687555	7.971543553950772	7.7414669864011465	8.383704292474054	8.383704292474054	8.062495925733764	8.199672344836364	0.6466240926218307	0.007137042062415197	False	1.0997506234413965	561.3333333333333	9.13271392234524	0.13717641910260028
NP_076869	80441	18	16	7	10	8	15	13.666666666666666	11.0	16.295643396126497	4.169925001442312	4.0	2.807354922057604	3.3219280948873626	3.0	3.9068905956085187	3.7725895038969273	3.4594316186372978	0.6466830623729141	0.007139755766621439	False	0.8048780487804879	24.666666666666664	4.624490864907794	-0.3131578852596302
NP_055262	173756	2	3	4	4	1	3	3.0	2.6666666666666665	17.406703271097644	1.0	1.5849625007211563	2.0	2.0	0.0	1.5849625007211563	1.5849625007211563	1.4150374992788437	0.6472679779618526	0.00714246947082768	False	0.8888888888888888	5.666666666666666	2.5025003405291835	-0.16992500144231246
NP_001020766	25466	2	3	4	4	1	3	3.0	2.6666666666666665	14.636284749709091	1.0	1.5849625007211563	2.0	2.0	0.0	1.5849625007211563	1.5849625007211563	1.4150374992788437	0.6472679779618526	0.007145183175033922	False	0.8888888888888888	5.666666666666666	2.5025003405291835	-0.16992500144231246
NP_002940	318180	46	40	51	44	48	50	45.666666666666664	47.333333333333336	18.279483628749265	5.523561956057013	5.321928094887363	5.672425341971496	5.459431618637297	5.584962500721157	5.643856189774724	5.51306958223937	5.564784618783526	0.6479535169862736	0.007147896879240162	False	1.0364963503649636	93.0	6.539158811108032	0.051715036544155435
NP_001239058	13020	11	10	12	9	14	13	11.0	12.0	13.668441828052998	3.4594316186372978	3.3219280948873626	3.5849625007211565	3.1699250014423126	3.8073549220576037	3.700439718141092	3.4594316186372978	3.5849625007211565	0.6488687592629381	0.007150610583446405	False	1.0909090909090908	23.0	4.523561956057013	0.12553088208385882
NP_005653	511200	44	73	38	41	32	62	51.666666666666664	45.0	18.96352831072172	5.459431618637297	6.189824558880018	5.247927513443585	5.357552004618084	5.0	5.954196310386876	5.6911619045530815	5.491853096329675	0.6500588453416896	0.007153324287652646	False	0.8709677419354839	96.66666666666666	6.5949465892937775	-0.19930880822340669
NP_002297	304616	22	27	23	19	20	29	24.0	22.666666666666668	18.21663219602046	4.459431618637297	4.754887502163469	4.523561956057013	4.247927513443585	4.321928094887363	4.857980995127573	4.584962500721157	4.502500340529183	0.651601531965651	0.007156037991858888	False	0.9444444444444445	46.66666666666667	5.54432051622381	-0.08246216019197282
NP_001976	428676	38	70	51	44	39	58	53.0	47.0	18.70952812263854	5.247927513443585	6.129283016944967	5.672425341971496	5.459431618637297	5.285402218862249	5.857980995127572	5.7279204545632	5.554588851677638	0.651653980308067	0.007158751696065129	False	0.8867924528301887	100.0	6.643856189774725	-0.17333160288556176
NP_001003785	21165	48	66	45	54	56	56	53.0	55.333333333333336	14.369392868205782	5.584962500721157	6.044394119358453	5.491853096329675	5.754887502163469	5.807354922057605	5.807354922057605	5.7279204545632	5.790076930625769	0.6548238342302357	0.00716146540027137	False	1.0440251572327044	108.33333333333334	6.759333407194662	0.06215647606256938
NP_055278	173999	24	26	18	29	26	19	22.666666666666668	24.666666666666668	17.40871948913618	4.584962500721157	4.700439718141093	4.169925001442312	4.857980995127573	4.700439718141093	4.247927513443585	4.502500340529183	4.624490864907794	0.6561796757039204	0.007164179104477613	False	1.088235294117647	47.333333333333336	5.564784618783526	0.12199052437861024
NP_057147	541230	14	22	13	16	14	14	16.333333333333332	14.666666666666666	19.045882283543744	3.8073549220576037	4.459431618637297	3.700439718141092	4.0	3.8073549220576037	3.8073549220576037	4.029747343394052	3.8744691179161412	0.6574810854920173	0.007166892808683854	False	0.8979591836734694	31.0	4.954196310386876	-0.15527822547791095
NP_001853	312075	161	167	49	143	150	111	125.66666666666667	134.66666666666666	18.25153326354064	7.330916878114618	7.383704292474053	5.614709844115208	7.159871336778389	7.22881869049588	6.794415866350106	6.973458212547508	7.073248982030639	0.658183793707491	0.007169606512890095	False	1.0716180371352784	260.3333333333333	8.024216237420823	0.09979076948313027
NP_203524	127689	14	12	13	13	12	13	13.0	12.666666666666666	16.96227472125513	3.8073549220576037	3.5849625007211565	3.700439718141092	3.700439718141092	3.5849625007211565	3.700439718141092	3.700439718141092	3.6629650127224296	0.6588963705365707	0.007172320217096337	False	0.9743589743589743	25.666666666666664	4.681824039973745	-0.03747470541866288
NP_000467	31735	77	96	77	79	94	87	83.33333333333333	86.66666666666667	14.953787222170144	6.266786540694902	6.584962500721156	6.266786540694902	6.303780748177103	6.554588851677638	6.442943495848729	6.380821783940931	6.437405312307299	0.6601219077104152	0.007175033921302578	False	1.04	170.0	7.409390936137703	0.056583528366367514
NP_001034936	33075	34	28	35	30	33	39	32.333333333333336	34.0	15.013453536053403	5.08746284125034	4.807354922057604	5.129283016944966	4.906890595608519	5.044394119358453	5.285402218862249	5.014950341465972	5.08746284125034	0.6609123570440125	0.007177747625508819	False	1.0515463917525771	66.33333333333334	6.051662119822494	0.07251249978436766
NP_001782	257665	91	92	81	89	88	92	88.0	89.66666666666667	17.975137056043614	6.507794640198696	6.523561956057013	6.339850002884625	6.475733430966398	6.459431618637298	6.523561956057013	6.459431618637298	6.486499861835467	0.6617605869062543	0.007180461329715062	False	1.018939393939394	177.66666666666669	7.47302922203802	0.02706824319817084
NP_660304	353780	8	8	6	4	13	13	7.333333333333333	10.0	18.43249296588974	3.0	3.0	2.584962500721156	2.0	3.700439718141092	3.700439718141092	2.8744691179161412	3.3219280948873626	0.6653659168121258	0.007183175033921302	False	1.3636363636363638	17.333333333333332	4.115477217419936	0.44745897697122144
NP_001020471	45540	3	7	1	1	2	4	3.6666666666666665	2.3333333333333335	15.474846671023986	1.5849625007211563	2.807354922057604	0.0	0.0	1.0	2.0	1.8744691179161412	1.222392421336448	0.6657479050688422	0.007185888738127544	False	0.6363636363636365	6.0	2.584962500721156	-0.652076696579693
NP_000983	17349	20	30	29	24	27	22	26.333333333333332	24.333333333333332	14.082564887504645	4.321928094887363	4.906890595608519	4.857980995127573	4.584962500721157	4.754887502163469	4.459431618637297	4.718818247455947	4.6048620581588615	0.6659606450313946	0.0071886024423337865	False	0.9240506329113924	50.666666666666664	5.662965012722429	-0.11395618929708565
NP_001646	265896	19	23	16	19	25	18	19.333333333333332	20.666666666666668	18.020502548647926	4.247927513443585	4.523561956057013	4.0	4.247927513443585	4.643856189774724	4.169925001442312	4.273018494406416	4.36923380966572	0.6699633212315212	0.007191316146540027	False	1.0689655172413794	40.0	5.321928094887363	0.09621531525930328
NP_640334	87857	7	13	12	9	22	9	10.666666666666666	13.333333333333334	16.422869616983583	2.807354922057604	3.700439718141092	3.5849625007211565	3.1699250014423126	4.459431618637297	3.1699250014423126	3.415037499278844	3.7369655941662066	0.6701507218629046	0.007194029850746269	False	1.2500000000000002	24.0	4.584962500721157	0.3219280948873626
NP_852615	602927	40	27	36	31	38	40	34.333333333333336	36.333333333333336	19.20162381136583	5.321928094887363	4.754887502163469	5.169925001442312	4.954196310386876	5.247927513443585	5.321928094887363	5.1015380264620624	5.18322182405577	0.6729037886618152	0.00719674355495251	False	1.058252427184466	70.66666666666667	6.142957953842044	0.08168379759370795
NP_788955	321825	15	27	20	16	12	28	20.666666666666668	18.666666666666668	18.295916876244267	3.9068905956085187	4.754887502163469	4.321928094887363	4.0	3.5849625007211565	4.807354922057604	4.36923380966572	4.2223924213364485	0.6735264236614935	0.007199457259158752	False	0.9032258064516129	39.333333333333336	5.2976805486406855	-0.14684138832927116
NP_996560	48358	17	16	7	10	8	15	13.333333333333334	11.0	15.561466958095373	4.08746284125034	4.0	2.807354922057604	3.3219280948873626	3.0	3.9068905956085187	3.7369655941662066	3.4594316186372978	0.6745191131432522	0.007202170963364993	False	0.825	24.333333333333336	4.6048620581588615	-0.277533975528909
NP_001258026	242148	17	23	19	11	21	23	19.666666666666668	18.333333333333332	17.885529561613403	4.08746284125034	4.523561956057013	4.247927513443585	3.4594316186372978	4.392317422778761	4.523561956057013	4.2976805486406855	4.196397212803504	0.6761215925314805	0.007204884667571235	False	0.9322033898305083	38.0	5.247927513443585	-0.1012833358371819
