protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	ratio	sum	log2_sum	log2_ratio
NP_077268	13	9	17	41	17	19	13.0	41.0	3.700439718141092	3.1699250014423126	4.08746284125034	5.357552004618084	4.08746284125034	4.247927513443585	3.700439718141092	5.357552004618084	3.1538461538461537	54.0	5.754887502163469	1.6571122864769914
NP_077271	25	24	14	30	44	30	25.0	30.0	4.643856189774724	4.584962500721157	3.8073549220576037	4.906890595608519	5.459431618637297	4.906890595608519	4.643856189774724	4.906890595608519	1.2	55.0	5.78135971352466	0.2630344058337938
NP_077284	10	17	13	2	5	9	10.0	2.0	3.3219280948873626	4.08746284125034	3.700439718141092	1.0	2.321928094887362	3.1699250014423126	3.3219280948873626	1.0	0.2	12.0	3.5849625007211565	-2.321928094887362
NP_077324	3	3	3	4	5	6	3.0	4.0	1.5849625007211563	1.5849625007211563	1.5849625007211563	2.0	2.321928094887362	2.584962500721156	1.5849625007211563	2.0	1.3333333333333333	7.0	2.807354922057604	0.4150374992788437
NP_077718	61	45	45	48	49	36	61.0	48.0	5.930737337562887	5.491853096329675	5.491853096329675	5.584962500721157	5.614709844115208	5.169925001442312	5.930737337562887	5.584962500721157	0.7868852459016393	109.0	6.768184324776926	-0.34577483684173016
NP_077740	2	3	1	14	4	2	2.0	14.0	1.0	1.5849625007211563	0.0	3.8073549220576037	2.0	1.0	1.0	3.8073549220576037	7.0	16.0	4.0	2.807354922057604
NP_078796	9	16	16	11	13	15	9.0	11.0	3.1699250014423126	4.0	4.0	3.4594316186372978	3.700439718141092	3.9068905956085187	3.1699250014423126	3.4594316186372978	1.2222222222222223	20.0	4.321928094887363	0.28950661719498505
NP_078805	2	8	1	0	1	0	2.0	0.0	1.0	3.0	0.0	-inf	0.0	-inf	1.0		0.0009765625	2.0	1.0	-10.0
NP_078849	0	0	0	5	5	15	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.321928094887362	3.9068905956085187		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_078916	12	13	14	2	0	5	12.0	2.0	3.5849625007211565	3.700439718141092	3.8073549220576037	1.0	-inf	2.321928094887362	3.5849625007211565	1.0	0.16666666666666666	14.0	3.8073549220576037	-2.584962500721156
NP_078929	4	7	2	2	0	1	4.0	2.0	2.0	2.807354922057604	1.0	1.0	-inf	0.0	2.0	1.0	0.5	6.0	2.584962500721156	-1.0
NP_078960	11	23	9	24	9	7	11.0	24.0	3.4594316186372978	4.523561956057013	3.1699250014423126	4.584962500721157	3.1699250014423126	2.807354922057604	3.4594316186372978	4.584962500721157	2.1818181818181817	35.0	5.129283016944966	1.1255308820838588
NP_078969	31	44	28	6	9	27	31.0	6.0	4.954196310386876	5.459431618637297	4.807354922057604	2.584962500721156	3.1699250014423126	4.754887502163469	4.954196310386876	2.584962500721156	0.1935483870967742	37.0	5.20945336562895	-2.3692338096657193
NP_078983	0	1	0	2	2	2	0.0	2.0	-inf	0.0	-inf	1.0	1.0	1.0		1.0	1024.0	2.0	1.0	10.0
NP_078986	20	21	27	31	38	45	20.0	31.0	4.321928094887363	4.392317422778761	4.754887502163469	4.954196310386876	5.247927513443585	5.491853096329675	4.321928094887363	4.954196310386876	1.55	51.0	5.672425341971496	0.632268215499513
NP_079051	6	3	4	9	6	4	6.0	9.0	2.584962500721156	1.5849625007211563	2.0	3.1699250014423126	2.584962500721156	2.0	2.584962500721156	3.1699250014423126	1.5	15.0	3.9068905956085187	0.5849625007211562
NP_079087	1	6	2	0	0	0	1.0	0.0	0.0	2.584962500721156	1.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_079095	8	0	5	10	3	7	8.0	10.0	3.0	-inf	2.321928094887362	3.3219280948873626	1.5849625007211563	2.807354922057604	3.0	3.3219280948873626	1.25	18.0	4.169925001442312	0.32192809488736235
NP_079097	8	15	14	6	6	9	8.0	6.0	3.0	3.9068905956085187	3.8073549220576037	2.584962500721156	2.584962500721156	3.1699250014423126	3.0	2.584962500721156	0.75	14.0	3.8073549220576037	-0.4150374992788438
NP_079105	0	0	4	15	15	14	0.0	15.0	-inf	-inf	2.0	3.9068905956085187	3.9068905956085187	3.8073549220576037		3.9068905956085187	1024.0	15.0	3.9068905956085187	10.0
NP_079115	0	0	0	2	3	2	0.0	2.0	-inf	-inf	-inf	1.0	1.5849625007211563	1.0		1.0	1024.0	2.0	1.0	10.0
NP_079119	0	0	0	5	7	4	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.807354922057604	2.0		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_079305	18	14	17	11	10	11	18.0	11.0	4.169925001442312	3.8073549220576037	4.08746284125034	3.4594316186372978	3.3219280948873626	3.4594316186372978	4.169925001442312	3.4594316186372978	0.6111111111111112	29.0	4.857980995127573	-0.7104933828050151
NP_079348	3	33	5	1	2	0	3.0	1.0	1.5849625007211563	5.044394119358453	2.321928094887362	0.0	1.0	-inf	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_079349	3	0	0	6	6	9	3.0	6.0	1.5849625007211563	-inf	-inf	2.584962500721156	2.584962500721156	3.1699250014423126	1.5849625007211563	2.584962500721156	2.0	9.0	3.1699250014423126	1.0
NP_079351	25	27	25	17	18	18	25.0	17.0	4.643856189774724	4.754887502163469	4.643856189774724	4.08746284125034	4.169925001442312	4.169925001442312	4.643856189774724	4.08746284125034	0.68	42.0	5.392317422778761	-0.5563933485243853
NP_079356	42	48	52	9	12	18	42.0	9.0	5.392317422778761	5.584962500721157	5.700439718141093	3.1699250014423126	3.5849625007211565	4.169925001442312	5.392317422778761	3.1699250014423126	0.21428571428571427	51.0	5.672425341971496	-2.222392421336448
NP_079412	4	3	2	0	3	3	4.0	0.0	2.0	1.5849625007211563	1.0	-inf	1.5849625007211563	1.5849625007211563	2.0		0.0009765625	4.0	2.0	-10.0
NP_079422	118	77	104	71	65	69	118.0	71.0	6.882643049361842	6.266786540694902	6.700439718141092	6.149747119504682	6.022367813028454	6.10852445677817	6.882643049361842	6.149747119504682	0.6016949152542372	189.0	7.562242424221073	-0.7328959298571593
NP_079423	0	0	0	5	9	7	0.0	5.0	-inf	-inf	-inf	2.321928094887362	3.1699250014423126	2.807354922057604		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_079461	3	3	0	4	2	2	3.0	4.0	1.5849625007211563	1.5849625007211563	-inf	2.0	1.0	1.0	1.5849625007211563	2.0	1.3333333333333333	7.0	2.807354922057604	0.4150374992788437
NP_079472	19	21	25	43	46	31	19.0	43.0	4.247927513443585	4.392317422778761	4.643856189774724	5.426264754702098	5.523561956057013	4.954196310386876	4.247927513443585	5.426264754702098	2.263157894736842	62.0	5.954196310386876	1.1783372412585125
NP_079478	2	9	2	1	0	1	2.0	1.0	1.0	3.1699250014423126	1.0	0.0	-inf	0.0	1.0	0.0	0.5	3.0	1.5849625007211563	-1.0
NP_079495	2	5	1	0	0	1	2.0	0.0	1.0	2.321928094887362	0.0	-inf	-inf	0.0	1.0		0.0009765625	2.0	1.0	-10.0
NP_079508	8	14	9	0	1	1	8.0	0.0	3.0	3.8073549220576037	3.1699250014423126	-inf	0.0	0.0	3.0		0.0009765625	8.0	3.0	-10.0
NP_085056	32	31	23	22	27	22	32.0	22.0	5.0	4.954196310386876	4.523561956057013	4.459431618637297	4.754887502163469	4.459431618637297	5.0	4.459431618637297	0.6875	54.0	5.754887502163469	-0.5405683813627028
NP_085059	2	1	1	2	2	1	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	2.0	0.0
NP_110379	9	13	11	52	49	59	9.0	52.0	3.1699250014423126	3.700439718141092	3.4594316186372978	5.700439718141093	5.614709844115208	5.882643049361842	3.1699250014423126	5.700439718141093	5.777777777777778	61.0	5.930737337562887	2.53051471669878
NP_110382	22	30	16	8	10	8	22.0	8.0	4.459431618637297	4.906890595608519	4.0	3.0	3.3219280948873626	3.0	4.459431618637297	3.0	0.36363636363636365	30.0	4.906890595608519	-1.4594316186372973
NP_110437	4	9	9	3	2	4	4.0	3.0	2.0	3.1699250014423126	3.1699250014423126	1.5849625007211563	1.0	2.0	2.0	1.5849625007211563	0.75	7.0	2.807354922057604	-0.4150374992788438
NP_110438	46	47	52	40	34	41	46.0	40.0	5.523561956057013	5.554588851677638	5.700439718141093	5.321928094887363	5.08746284125034	5.357552004618084	5.523561956057013	5.321928094887363	0.8695652173913043	86.0	6.426264754702098	-0.2016338611696506
NP_110442	10	6	5	0	2	1	10.0	0.0	3.3219280948873626	2.584962500721156	2.321928094887362	-inf	1.0	0.0	3.3219280948873626		0.0009765625	10.0	3.3219280948873626	-10.0
NP_110448	8	5	8	1	0	3	8.0	1.0	3.0	2.321928094887362	3.0	0.0	-inf	1.5849625007211563	3.0	0.0	0.125	9.0	3.1699250014423126	-3.0
NP_112147	0	0	1	1	2	2	0.0	1.0	-inf	-inf	0.0	0.0	1.0	1.0		0.0	1024.0	1.0	0.0	10.0
NP_112176	0	1	0	3	6	6	0.0	3.0	-inf	0.0	-inf	1.5849625007211563	2.584962500721156	2.584962500721156		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_112178	23	15	11	1	0	1	23.0	1.0	4.523561956057013	3.9068905956085187	3.4594316186372978	0.0	-inf	0.0	4.523561956057013	0.0	0.043478260869565216	24.0	4.584962500721157	-4.523561956057013
NP_112182	17	34	26	0	0	0	17.0	0.0	4.08746284125034	5.08746284125034	4.700439718141093	-inf	-inf	-inf	4.08746284125034		0.0009765625	17.0	4.08746284125034	-10.0
NP_112202	13	14	14	14	10	14	13.0	14.0	3.700439718141092	3.8073549220576037	3.8073549220576037	3.8073549220576037	3.3219280948873626	3.8073549220576037	3.700439718141092	3.8073549220576037	1.0769230769230769	27.0	4.754887502163469	0.1069152039165119
NP_112211	12	12	12	0	0	0	12.0	0.0	3.5849625007211565	3.5849625007211565	3.5849625007211565	-inf	-inf	-inf	3.5849625007211565		0.0009765625	12.0	3.5849625007211565	-10.0
NP_112240	47	30	35	45	57	53	47.0	45.0	5.554588851677638	4.906890595608519	5.129283016944966	5.491853096329675	5.832890014164742	5.7279204545632	5.554588851677638	5.491853096329675	0.9574468085106383	92.0	6.523561956057013	-0.0627357553479626
NP_112243	90	103	80	75	88	84	90.0	75.0	6.491853096329675	6.6865005271832185	6.321928094887362	6.22881869049588	6.459431618637298	6.39231742277876	6.491853096329675	6.22881869049588	0.8333333333333334	165.0	7.366322214245815	-0.2630344058337938
NP_112420	48	67	33	22	29	32	48.0	22.0	5.584962500721157	6.066089190457772	5.044394119358453	4.459431618637297	4.857980995127573	5.0	5.584962500721157	4.459431618637297	0.4583333333333333	70.0	6.129283016944967	-1.125530882083859
NP_112480	102	108	121	68	78	74	102.0	68.0	6.672425341971495	6.754887502163469	6.9188632372745955	6.08746284125034	6.285402218862249	6.209453365628951	6.672425341971495	6.08746284125034	0.6666666666666666	170.0	7.409390936137703	-0.5849625007211563
NP_112485	33	39	27	37	45	42	33.0	37.0	5.044394119358453	5.285402218862249	4.754887502163469	5.20945336562895	5.491853096329675	5.392317422778761	5.044394119358453	5.20945336562895	1.121212121212121	70.0	6.129283016944967	0.16505924627049623
NP_112487	61	64	77	101	78	70	61.0	101.0	5.930737337562887	6.0	6.266786540694902	6.6582114827517955	6.285402218862249	6.129283016944967	5.930737337562887	6.6582114827517955	1.6557377049180328	162.0	7.339850002884624	0.7274741451889085
NP_112496	7	20	10	20	20	23	7.0	20.0	2.807354922057604	4.321928094887363	3.3219280948873626	4.321928094887363	4.321928094887363	4.523561956057013	2.807354922057604	4.321928094887363	2.857142857142857	27.0	4.754887502163469	1.5145731728297582
NP_112533	98	91	94	47	59	70	98.0	47.0	6.614709844115209	6.507794640198696	6.554588851677638	5.554588851677638	5.882643049361842	6.129283016944967	6.614709844115209	5.554588851677638	0.47959183673469385	145.0	7.1799090900149345	-1.060120992437571
NP_112552	47	58	44	61	51	71	47.0	61.0	5.554588851677638	5.857980995127572	5.459431618637297	5.930737337562887	5.672425341971496	6.149747119504682	5.554588851677638	5.930737337562887	1.297872340425532	108.0	6.754887502163469	0.3761484858852489
NP_112553	47	58	44	61	51	71	47.0	61.0	5.554588851677638	5.857980995127572	5.459431618637297	5.930737337562887	5.672425341971496	6.149747119504682	5.554588851677638	5.930737337562887	1.297872340425532	108.0	6.754887502163469	0.3761484858852489
NP_112556	9	9	7	14	11	9	9.0	14.0	3.1699250014423126	3.1699250014423126	2.807354922057604	3.8073549220576037	3.4594316186372978	3.1699250014423126	3.1699250014423126	3.8073549220576037	1.5555555555555556	23.0	4.523561956057013	0.6374299206152918
NP_112570	26	26	20	17	21	19	26.0	17.0	4.700439718141093	4.700439718141093	4.321928094887363	4.08746284125034	4.392317422778761	4.247927513443585	4.700439718141093	4.08746284125034	0.6538461538461539	43.0	5.426264754702098	-0.6129768768907528
NP_112576	14	22	24	93	32	27	14.0	93.0	3.8073549220576037	4.459431618637297	4.584962500721157	6.539158811108032	5.0	4.754887502163469	3.8073549220576037	6.539158811108032	6.642857142857143	107.0	6.7414669864011465	2.7318038890504277
NP_112577	3	6	2	3	14	7	3.0	3.0	1.5849625007211563	2.584962500721156	1.0	1.5849625007211563	3.8073549220576037	2.807354922057604	1.5849625007211563	1.5849625007211563	1.0	6.0	2.584962500721156	0.0
NP_112581	13	15	10	9	10	12	13.0	9.0	3.700439718141092	3.9068905956085187	3.3219280948873626	3.1699250014423126	3.3219280948873626	3.5849625007211565	3.700439718141092	3.1699250014423126	0.6923076923076923	22.0	4.459431618637297	-0.5305147166987799
NP_112586	11	14	15	7	4	9	11.0	7.0	3.4594316186372978	3.8073549220576037	3.9068905956085187	2.807354922057604	2.0	3.1699250014423126	3.4594316186372978	2.807354922057604	0.6363636363636364	18.0	4.169925001442312	-0.6520766965796932
NP_112588	1	2	3	3	3	2	1.0	3.0	0.0	1.0	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	0.0	1.5849625007211563	3.0	4.0	2.0	1.5849625007211563
NP_112598	34	50	27	4	4	8	34.0	4.0	5.08746284125034	5.643856189774724	4.754887502163469	2.0	2.0	3.0	5.08746284125034	2.0	0.11764705882352941	38.0	5.247927513443585	-3.0874628412503395
NP_112604	124	109	126	97	86	87	124.0	97.0	6.954196310386876	6.768184324776926	6.977279923499917	6.599912842187128	6.426264754702098	6.442943495848729	6.954196310386876	6.599912842187128	0.782258064516129	221.0	7.787902559391432	-0.3542834681997476
NP_112737	27	50	40	17	23	17	27.0	17.0	4.754887502163469	5.643856189774724	5.321928094887363	4.08746284125034	4.523561956057013	4.08746284125034	4.754887502163469	4.08746284125034	0.6296296296296297	44.0	5.459431618637297	-0.6674246609131291
NP_112738	45	63	52	27	28	33	45.0	27.0	5.491853096329675	5.977279923499917	5.700439718141093	4.754887502163469	4.807354922057604	5.044394119358453	5.491853096329675	4.754887502163469	0.6	72.0	6.169925001442312	-0.7369655941662062
NP_112740	27	26	19	4	5	7	27.0	4.0	4.754887502163469	4.700439718141093	4.247927513443585	2.0	2.321928094887362	2.807354922057604	4.754887502163469	2.0	0.14814814814814814	31.0	4.954196310386876	-2.7548875021634687
NP_113608	21	30	22	21	18	18	21.0	21.0	4.392317422778761	4.906890595608519	4.459431618637297	4.392317422778761	4.169925001442312	4.169925001442312	4.392317422778761	4.392317422778761	1.0	42.0	5.392317422778761	0.0
NP_113614	61	46	68	36	43	46	61.0	36.0	5.930737337562887	5.523561956057013	6.08746284125034	5.169925001442312	5.426264754702098	5.523561956057013	5.930737337562887	5.169925001442312	0.5901639344262295	97.0	6.599912842187128	-0.7608123361205739
NP_113640	3	2	7	3	0	2	3.0	3.0	1.5849625007211563	1.0	2.807354922057604	1.5849625007211563	-inf	1.0	1.5849625007211563	1.5849625007211563	1.0	6.0	2.584962500721156	0.0
NP_113641	7	2	5	2	2	2	7.0	2.0	2.807354922057604	1.0	2.321928094887362	1.0	1.0	1.0	2.807354922057604	1.0	0.2857142857142857	9.0	3.1699250014423126	-1.8073549220576042
NP_113679	0	0	0	22	19	14	0.0	22.0	-inf	-inf	-inf	4.459431618637297	4.247927513443585	3.8073549220576037		4.459431618637297	1024.0	22.0	4.459431618637297	10.0
NP_113680	7	14	14	0	6	7	7.0	0.0	2.807354922057604	3.8073549220576037	3.8073549220576037	-inf	2.584962500721156	2.807354922057604	2.807354922057604		0.0009765625	7.0	2.807354922057604	-10.0
NP_114032	47	59	45	26	27	30	47.0	26.0	5.554588851677638	5.882643049361842	5.491853096329675	4.700439718141093	4.754887502163469	4.906890595608519	5.554588851677638	4.700439718141093	0.5531914893617021	73.0	6.189824558880018	-0.8541491335365452
NP_114107	15	14	19	17	21	17	15.0	17.0	3.9068905956085187	3.8073549220576037	4.247927513443585	4.08746284125034	4.392317422778761	4.08746284125034	3.9068905956085187	4.08746284125034	1.1333333333333333	32.0	5.0	0.18057224564182084
NP_114109	13	8	13	13	20	19	13.0	13.0	3.700439718141092	3.0	3.700439718141092	3.700439718141092	4.321928094887363	4.247927513443585	3.700439718141092	3.700439718141092	1.0	26.0	4.700439718141093	0.0
NP_114111	4	8	4	0	0	2	4.0	0.0	2.0	3.0	2.0	-inf	-inf	1.0	2.0		0.0009765625	4.0	2.0	-10.0
NP_114140	3	2	1	2	0	7	3.0	2.0	1.5849625007211563	1.0	0.0	1.0	-inf	2.807354922057604	1.5849625007211563	1.0	0.6666666666666666	5.0	2.321928094887362	-0.5849625007211563
NP_114366	45	41	42	37	41	43	45.0	37.0	5.491853096329675	5.357552004618084	5.392317422778761	5.20945336562895	5.357552004618084	5.426264754702098	5.491853096329675	5.20945336562895	0.8222222222222222	82.0	6.357552004618085	-0.282399730700725
NP_114367	52	48	51	28	31	28	52.0	28.0	5.700439718141093	5.584962500721157	5.672425341971496	4.807354922057604	4.954196310386876	4.807354922057604	5.700439718141093	4.807354922057604	0.5384615384615384	80.0	6.321928094887362	-0.8930847960834882
NP_114368	52	48	51	28	31	28	52.0	28.0	5.700439718141093	5.584962500721157	5.672425341971496	4.807354922057604	4.954196310386876	4.807354922057604	5.700439718141093	4.807354922057604	0.5384615384615384	80.0	6.321928094887362	-0.8930847960834882
NP_114381	79	108	97	27	25	38	79.0	27.0	6.303780748177103	6.754887502163469	6.599912842187128	4.754887502163469	4.643856189774724	5.247927513443585	6.303780748177103	4.754887502163469	0.34177215189873417	106.0	6.727920454563199	-1.5488932460136344
NP_114403	2	1	4	5	7	6	2.0	5.0	1.0	0.0	2.0	2.321928094887362	2.807354922057604	2.584962500721156	1.0	2.321928094887362	2.5	7.0	2.807354922057604	1.3219280948873624
NP_114415	10	35	9	0	0	0	10.0	0.0	3.3219280948873626	5.129283016944966	3.1699250014423126	-inf	-inf	-inf	3.3219280948873626		0.0009765625	10.0	3.3219280948873626	-10.0
NP_114430	18	20	18	35	34	33	18.0	35.0	4.169925001442312	4.321928094887363	4.169925001442312	5.129283016944966	5.08746284125034	5.044394119358453	4.169925001442312	5.129283016944966	1.9444444444444444	53.0	5.7279204545632	0.9593580155026541
NP_115285	4	3	1	1	2	3	4.0	1.0	2.0	1.5849625007211563	0.0	0.0	1.0	1.5849625007211563	2.0	0.0	0.25	5.0	2.321928094887362	-2.0
NP_115286	0	0	0	1	2	1	0.0	1.0	-inf	-inf	-inf	0.0	1.0	0.0		0.0	1024.0	1.0	0.0	10.0
NP_115287	0	0	0	1	1	1	0.0	1.0	-inf	-inf	-inf	0.0	0.0	0.0		0.0	1024.0	1.0	0.0	10.0
NP_115487	18	16	28	23	19	16	18.0	23.0	4.169925001442312	4.0	4.807354922057604	4.523561956057013	4.247927513443585	4.0	4.169925001442312	4.523561956057013	1.2777777777777777	41.0	5.357552004618084	0.3536369546147004
NP_115488	29	31	30	41	34	42	29.0	41.0	4.857980995127573	4.954196310386876	4.906890595608519	5.357552004618084	5.08746284125034	5.392317422778761	4.857980995127573	5.357552004618084	1.4137931034482758	70.0	6.129283016944967	0.49957100949051153
NP_115497	3	9	3	0	0	1	3.0	0.0	1.5849625007211563	3.1699250014423126	1.5849625007211563	-inf	-inf	0.0	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_115500	3	22	5	0	0	0	3.0	0.0	1.5849625007211563	4.459431618637297	2.321928094887362	-inf	-inf	-inf	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_115522	2	1	1	0	3	5	2.0	0.0	1.0	0.0	0.0	-inf	1.5849625007211563	2.321928094887362	1.0		0.0009765625	2.0	1.0	-10.0
NP_115527	8	11	4	18	31	33	8.0	18.0	3.0	3.4594316186372978	2.0	4.169925001442312	4.954196310386876	5.044394119358453	3.0	4.169925001442312	2.25	26.0	4.700439718141093	1.1699250014423124
NP_115568	12	28	4	0	0	0	12.0	0.0	3.5849625007211565	4.807354922057604	2.0	-inf	-inf	-inf	3.5849625007211565		0.0009765625	12.0	3.5849625007211565	-10.0
NP_115569	16	12	13	17	26	18	16.0	17.0	4.0	3.5849625007211565	3.700439718141092	4.08746284125034	4.700439718141093	4.169925001442312	4.0	4.08746284125034	1.0625	33.0	5.044394119358453	0.0874628412503394
NP_115607	13	8	8	19	12	19	13.0	19.0	3.700439718141092	3.0	3.0	4.247927513443585	3.5849625007211565	4.247927513443585	3.700439718141092	4.247927513443585	1.4615384615384615	32.0	5.0	0.5474877953024933
NP_115649	15	11	11	28	29	19	15.0	28.0	3.9068905956085187	3.4594316186372978	3.4594316186372978	4.807354922057604	4.857980995127573	4.247927513443585	3.9068905956085187	4.807354922057604	1.8666666666666667	43.0	5.426264754702098	0.9004643264490856
NP_115675	29	30	28	15	16	14	29.0	15.0	4.857980995127573	4.906890595608519	4.807354922057604	3.9068905956085187	4.0	3.8073549220576037	4.857980995127573	3.9068905956085187	0.5172413793103449	44.0	5.459431618637297	-0.9510903995190535
NP_115678	0	4	5	4	7	2	0.0	4.0	-inf	2.0	2.321928094887362	2.0	2.807354922057604	1.0		2.0	1024.0	4.0	2.0	10.0
NP_115679	0	0	0	6	8	5	0.0	6.0	-inf	-inf	-inf	2.584962500721156	3.0	2.321928094887362		2.584962500721156	1024.0	6.0	2.584962500721156	10.0
NP_115686	12	11	10	3	3	5	12.0	3.0	3.5849625007211565	3.4594316186372978	3.3219280948873626	1.5849625007211563	1.5849625007211563	2.321928094887362	3.5849625007211565	1.5849625007211563	0.25	15.0	3.9068905956085187	-2.0
NP_115688	6	7	6	10	4	8	6.0	10.0	2.584962500721156	2.807354922057604	2.584962500721156	3.3219280948873626	2.0	3.0	2.584962500721156	3.3219280948873626	1.6666666666666667	16.0	4.0	0.7369655941662062
NP_115690	6	20	4	0	0	3	6.0	0.0	2.584962500721156	4.321928094887363	2.0	-inf	-inf	1.5849625007211563	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_115693	5	3	3	0	0	0	5.0	0.0	2.321928094887362	1.5849625007211563	1.5849625007211563	-inf	-inf	-inf	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_115695	2	3	3	3	2	2	2.0	3.0	1.0	1.5849625007211563	1.5849625007211563	1.5849625007211563	1.0	1.0	1.0	1.5849625007211563	1.5	5.0	2.321928094887362	0.5849625007211562
NP_115700	50	59	50	49	41	51	50.0	49.0	5.643856189774724	5.882643049361842	5.643856189774724	5.614709844115208	5.357552004618084	5.672425341971496	5.643856189774724	5.614709844115208	0.98	99.0	6.6293566200796095	-0.029146345659516508
NP_115712	6	14	7	0	0	1	6.0	0.0	2.584962500721156	3.8073549220576037	2.807354922057604	-inf	-inf	0.0	2.584962500721156		0.0009765625	6.0	2.584962500721156	-10.0
NP_115714	8	6	13	13	17	16	8.0	13.0	3.0	2.584962500721156	3.700439718141092	3.700439718141092	4.08746284125034	4.0	3.0	3.700439718141092	1.625	21.0	4.392317422778761	0.7004397181410922
NP_115715	3	2	8	5	5	9	3.0	5.0	1.5849625007211563	1.0	3.0	2.321928094887362	2.321928094887362	3.1699250014423126	1.5849625007211563	2.321928094887362	1.6666666666666667	8.0	3.0	0.7369655941662062
NP_115716	34	22	25	24	29	29	34.0	24.0	5.08746284125034	4.459431618637297	4.643856189774724	4.584962500721157	4.857980995127573	4.857980995127573	5.08746284125034	4.584962500721157	0.7058823529411765	58.0	5.857980995127572	-0.5025003405291831
NP_115719	7	11	9	7	9	18	7.0	7.0	2.807354922057604	3.4594316186372978	3.1699250014423126	2.807354922057604	3.1699250014423126	4.169925001442312	2.807354922057604	2.807354922057604	1.0	14.0	3.8073549220576037	0.0
NP_115721	11	16	12	8	6	12	11.0	8.0	3.4594316186372978	4.0	3.5849625007211565	3.0	2.584962500721156	3.5849625007211565	3.4594316186372978	3.0	0.7272727272727273	19.0	4.247927513443585	-0.45943161863729726
NP_115724	0	0	0	2	3	2	0.0	2.0	-inf	-inf	-inf	1.0	1.5849625007211563	1.0		1.0	1024.0	2.0	1.0	10.0
NP_115725	6	10	6	15	24	14	6.0	15.0	2.584962500721156	3.3219280948873626	2.584962500721156	3.9068905956085187	4.584962500721157	3.8073549220576037	2.584962500721156	3.9068905956085187	2.5	21.0	4.392317422778761	1.3219280948873624
NP_115726	40	33	40	25	18	20	40.0	25.0	5.321928094887363	5.044394119358453	5.321928094887363	4.643856189774724	4.169925001442312	4.321928094887363	5.321928094887363	4.643856189774724	0.625	65.0	6.022367813028454	-0.6780719051126377
NP_115729	26	24	25	33	35	38	26.0	33.0	4.700439718141093	4.584962500721157	4.643856189774724	5.044394119358453	5.129283016944966	5.247927513443585	4.700439718141093	5.044394119358453	1.2692307692307692	59.0	5.882643049361842	0.3439544012173612
NP_115732	0	0	1	2	1	5	0.0	2.0	-inf	-inf	0.0	1.0	0.0	2.321928094887362		1.0	1024.0	2.0	1.0	10.0
NP_115733	9	8	6	9	6	13	9.0	9.0	3.1699250014423126	3.0	2.584962500721156	3.1699250014423126	2.584962500721156	3.700439718141092	3.1699250014423126	3.1699250014423126	1.0	18.0	4.169925001442312	0.0
NP_115742	10	12	12	12	13	9	10.0	12.0	3.3219280948873626	3.5849625007211565	3.5849625007211565	3.5849625007211565	3.700439718141092	3.1699250014423126	3.3219280948873626	3.5849625007211565	1.2	22.0	4.459431618637297	0.2630344058337938
NP_115744	24	29	29	32	25	32	24.0	32.0	4.584962500721157	4.857980995127573	4.857980995127573	5.0	4.643856189774724	5.0	4.584962500721157	5.0	1.3333333333333333	56.0	5.807354922057605	0.4150374992788437
NP_115754	37	52	40	35	43	46	37.0	35.0	5.20945336562895	5.700439718141093	5.321928094887363	5.129283016944966	5.426264754702098	5.523561956057013	5.20945336562895	5.129283016944966	0.9459459459459459	72.0	6.169925001442312	-0.08017034868398333
NP_115765	2	3	2	4	6	6	2.0	4.0	1.0	1.5849625007211563	1.0	2.0	2.584962500721156	2.584962500721156	1.0	2.0	2.0	6.0	2.584962500721156	1.0
NP_115766	1	3	2	0	0	1	1.0	0.0	0.0	1.5849625007211563	1.0	-inf	-inf	0.0	0.0		0.0009765625	1.0	0.0	-10.0
NP_115812	4	4	5	0	0	0	4.0	0.0	2.0	2.0	2.321928094887362	-inf	-inf	-inf	2.0		0.0009765625	4.0	2.0	-10.0
NP_115855	0	0	0	6	12	12	0.0	6.0	-inf	-inf	-inf	2.584962500721156	3.5849625007211565	3.5849625007211565		2.584962500721156	1024.0	6.0	2.584962500721156	10.0
NP_115856	0	0	0	4	9	7	0.0	4.0	-inf	-inf	-inf	2.0	3.1699250014423126	2.807354922057604		2.0	1024.0	4.0	2.0	10.0
